               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.034055,            0.013053,            0.014727,             0.85062,             0.68031,             0.79855,             0.49039,             0.03477,           0.0048301,             0.01925,            0.006931,            0.006931,            0.006931
                 157,            0.035386,            0.013122,            0.014104,             0.75907,             0.73173,             0.80012,             0.50337,              0.0343,           0.0050204,            0.020394,           0.0069112,           0.0069112,           0.0069112
                 158,            0.033937,            0.013325,            0.013577,             0.79549,             0.67918,             0.76857,              0.4858,             0.03392,           0.0049207,            0.013299,           0.0068914,           0.0068914,           0.0068914
                 159,            0.035629,            0.013014,            0.013811,             0.77154,             0.73446,             0.77768,             0.49179,            0.031493,           0.0049121,            0.017463,           0.0068716,           0.0068716,           0.0068716
                 160,            0.034515,            0.013016,            0.014183,             0.82797,             0.69181,             0.77123,             0.48045,            0.036648,           0.0049512,            0.021325,           0.0068518,           0.0068518,           0.0068518
                 161,            0.034623,            0.013096,            0.014517,             0.75531,              0.7644,             0.80843,             0.51392,            0.037304,           0.0048056,            0.018587,            0.006832,            0.006832,            0.006832
                 162,            0.034838,            0.012832,            0.014352,             0.78986,             0.75274,             0.81268,             0.51059,            0.035457,           0.0050057,            0.017433,           0.0068122,           0.0068122,           0.0068122
                 163,            0.034225,            0.013167,            0.014509,             0.79962,             0.71751,             0.80105,             0.50675,            0.037784,           0.0048623,             0.01779,           0.0067924,           0.0067924,           0.0067924
                 164,            0.034228,            0.013193,            0.013256,             0.75672,             0.73386,             0.79924,             0.50591,            0.033813,           0.0048572,            0.024766,           0.0067726,           0.0067726,           0.0067726
                 165,            0.034143,            0.013047,            0.014236,             0.76204,             0.72588,             0.77716,             0.49696,             0.03841,           0.0048839,            0.027976,           0.0067528,           0.0067528,           0.0067528
                 166,            0.034524,            0.013312,            0.013363,             0.83802,             0.68407,             0.81106,             0.50866,            0.034811,            0.005089,            0.023545,            0.006733,            0.006733,            0.006733
                 167,            0.034258,            0.013208,            0.012961,             0.84372,              0.6968,             0.79627,             0.48471,            0.035672,            0.004892,              0.0223,           0.0067132,           0.0067132,           0.0067132
                 168,            0.033785,            0.013042,            0.013751,             0.78789,             0.72494,             0.80427,             0.49611,            0.034954,           0.0048598,            0.018007,           0.0066934,           0.0066934,           0.0066934
                 169,            0.034591,             0.01291,            0.013721,             0.79929,             0.69707,             0.79674,             0.49592,            0.037401,           0.0047616,             0.01299,           0.0066736,           0.0066736,           0.0066736
                 170,            0.033253,             0.01269,            0.013933,             0.79441,             0.72446,             0.79057,             0.50324,            0.038806,           0.0048303,            0.024394,           0.0066538,           0.0066538,           0.0066538
                 171,            0.034441,            0.013212,            0.013756,             0.80488,             0.69503,             0.79487,             0.49977,            0.035887,           0.0049029,            0.024928,            0.006634,            0.006634,            0.006634
                 172,            0.033945,            0.013247,             0.01376,             0.83257,             0.71167,             0.79628,             0.50365,            0.036043,            0.005005,            0.016644,           0.0066142,           0.0066142,           0.0066142
                 173,            0.033809,            0.012906,            0.012962,             0.79963,              0.7158,             0.78303,             0.48124,            0.037824,           0.0049614,            0.023955,           0.0065944,           0.0065944,           0.0065944
                 174,            0.034456,            0.013067,            0.013437,             0.82603,              0.6833,               0.796,              0.5022,            0.035402,           0.0048881,            0.020483,           0.0065746,           0.0065746,           0.0065746
                 175,             0.03358,            0.013079,            0.013512,             0.81357,             0.70205,             0.79199,             0.50554,            0.036306,           0.0048258,             0.02192,           0.0065548,           0.0065548,           0.0065548
                 176,            0.033585,            0.013188,            0.013163,             0.78785,             0.75561,             0.79688,             0.49988,            0.035345,           0.0049468,             0.01618,            0.006535,            0.006535,            0.006535
                 177,            0.033761,            0.013049,            0.012894,             0.82249,             0.70603,             0.79424,             0.49703,            0.034087,           0.0049758,            0.022209,           0.0065152,           0.0065152,           0.0065152
                 178,            0.032689,            0.012856,            0.012753,             0.81597,             0.71577,             0.80464,               0.503,             0.03534,           0.0048045,            0.021294,           0.0064954,           0.0064954,           0.0064954
                 179,            0.033639,            0.012974,            0.012892,             0.79806,             0.70761,             0.80012,              0.4984,            0.037368,           0.0047226,            0.020168,           0.0064756,           0.0064756,           0.0064756
                 180,            0.033358,            0.012494,            0.012963,             0.84461,             0.72436,             0.83125,             0.52284,            0.038457,           0.0048098,            0.021382,           0.0064558,           0.0064558,           0.0064558
                 181,            0.033354,            0.012788,            0.012835,             0.79549,             0.75859,             0.82059,             0.52596,            0.034435,           0.0046168,            0.020042,            0.006436,            0.006436,            0.006436
                 182,            0.034191,            0.013138,            0.012247,             0.82626,             0.72562,             0.80329,             0.50648,            0.036704,           0.0050202,            0.020233,           0.0064162,           0.0064162,           0.0064162
                 183,            0.033426,            0.012723,            0.013152,             0.79322,             0.75663,             0.80882,             0.52055,            0.035341,           0.0048546,            0.019571,           0.0063964,           0.0063964,           0.0063964
                 184,            0.034051,            0.012774,            0.013202,             0.80658,             0.76558,             0.82991,             0.52505,            0.033503,           0.0047827,            0.024822,           0.0063766,           0.0063766,           0.0063766
                 185,            0.033466,            0.012879,            0.012769,             0.82783,             0.72179,             0.79913,             0.51147,            0.036317,           0.0049161,            0.020096,           0.0063568,           0.0063568,           0.0063568
                 186,            0.033934,            0.012806,            0.013306,             0.83245,             0.71278,             0.79646,             0.50021,            0.033409,           0.0050684,            0.020612,            0.006337,            0.006337,            0.006337
                 187,            0.033303,            0.012644,            0.013397,             0.80479,              0.7284,             0.82163,             0.51646,            0.034928,           0.0048537,            0.015262,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032827,            0.013135,            0.013256,             0.81732,             0.73561,             0.81699,             0.52395,            0.033159,           0.0049115,            0.016655,           0.0062974,           0.0062974,           0.0062974
                 189,            0.032844,            0.013082,            0.012468,             0.80417,             0.70897,             0.80668,             0.51776,            0.034941,           0.0048865,            0.022352,           0.0062776,           0.0062776,           0.0062776
                 190,            0.032885,            0.012826,            0.012256,              0.8095,             0.71755,              0.7958,              0.5033,            0.032156,           0.0049595,            0.018486,           0.0062578,           0.0062578,           0.0062578
                 191,            0.033665,            0.012629,            0.012999,             0.85391,             0.70294,             0.81039,             0.52433,            0.034887,           0.0048504,            0.017381,            0.006238,            0.006238,            0.006238
                 192,            0.033187,              0.0128,            0.012977,             0.87756,             0.73652,             0.84054,             0.52839,            0.034487,           0.0048399,            0.016929,           0.0062182,           0.0062182,           0.0062182
                 193,            0.033083,            0.012598,            0.012879,             0.81205,             0.73855,             0.80329,             0.50964,            0.035912,           0.0049173,            0.025062,           0.0061984,           0.0061984,           0.0061984
                 194,            0.032836,            0.012853,            0.012573,             0.81276,             0.74106,             0.80187,             0.51469,            0.032778,           0.0046997,            0.014751,           0.0061786,           0.0061786,           0.0061786
                 195,            0.032801,             0.01299,            0.012007,             0.81269,             0.70827,             0.79001,              0.5048,            0.032897,           0.0048813,             0.01913,           0.0061588,           0.0061588,           0.0061588
                 196,            0.033252,            0.012406,            0.012136,             0.78815,             0.70632,             0.78253,             0.50502,            0.033317,           0.0049777,            0.022072,            0.006139,            0.006139,            0.006139
                 197,            0.033036,            0.012803,            0.012719,             0.80899,             0.72745,             0.81968,             0.51352,            0.034772,             0.00505,            0.024855,           0.0061192,           0.0061192,           0.0061192
                 198,            0.032908,            0.012522,            0.012398,              0.8133,             0.72019,             0.80081,             0.50988,            0.033511,           0.0049083,            0.017651,           0.0060994,           0.0060994,           0.0060994
                 199,            0.033044,            0.012699,            0.012644,              0.8515,             0.67295,             0.78105,             0.50416,            0.037146,           0.0048027,            0.021154,           0.0060796,           0.0060796,           0.0060796
                 200,            0.033217,            0.012586,            0.012989,             0.79045,             0.70723,             0.79577,             0.50376,            0.035529,           0.0048142,             0.02082,           0.0060598,           0.0060598,           0.0060598
                 201,            0.033134,             0.01255,            0.012677,             0.84248,             0.70627,             0.79861,             0.51355,            0.036624,           0.0047457,            0.021859,             0.00604,             0.00604,             0.00604
                 202,            0.032673,            0.012485,            0.012726,             0.75212,               0.711,             0.78758,             0.50069,            0.036724,           0.0049202,            0.024889,           0.0060202,           0.0060202,           0.0060202
                 203,            0.033338,            0.012813,            0.012317,             0.81665,             0.69964,             0.80423,             0.50908,             0.03308,           0.0048932,            0.015829,           0.0060004,           0.0060004,           0.0060004
                 204,            0.032158,             0.01267,            0.011839,             0.80716,             0.71151,             0.79693,             0.51552,            0.034595,           0.0048869,            0.018778,           0.0059806,           0.0059806,           0.0059806
                 205,            0.032108,            0.012527,            0.011949,              0.7835,             0.75714,             0.82705,             0.52681,            0.034786,           0.0051561,            0.021108,           0.0059608,           0.0059608,           0.0059608
                 206,            0.032613,            0.012774,            0.012347,             0.81449,             0.72461,              0.7941,             0.51131,            0.032612,           0.0047967,            0.018611,            0.005941,            0.005941,            0.005941
                 207,            0.031771,            0.012644,            0.011871,             0.83285,             0.72347,             0.81003,             0.52009,            0.036475,           0.0048524,            0.026107,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032118,            0.012765,            0.012173,             0.78295,             0.75091,             0.81861,              0.5263,            0.033335,           0.0049086,            0.022226,           0.0059014,           0.0059014,           0.0059014
                 209,            0.031923,            0.012487,            0.012171,             0.76225,             0.74343,             0.79934,             0.51339,            0.033715,           0.0049143,            0.020229,           0.0058816,           0.0058816,           0.0058816
                 210,            0.032121,            0.012699,            0.012306,             0.78347,             0.74877,              0.8086,             0.50574,            0.033753,           0.0048204,            0.016844,           0.0058618,           0.0058618,           0.0058618
                 211,             0.03252,             0.01255,            0.012146,             0.78725,             0.75676,             0.79823,             0.50835,            0.032239,           0.0046847,            0.018768,            0.005842,            0.005842,            0.005842
                 212,            0.032816,            0.012249,             0.01241,             0.75969,             0.79391,             0.81724,             0.52996,            0.034605,           0.0047742,            0.022949,           0.0058222,           0.0058222,           0.0058222
                 213,            0.031637,            0.012932,            0.012102,             0.77339,             0.76796,             0.81972,              0.5147,            0.035356,           0.0047515,            0.016394,           0.0058024,           0.0058024,           0.0058024
                 214,            0.032605,            0.012481,            0.011533,             0.77396,             0.74314,             0.80161,             0.50718,             0.03529,           0.0048115,            0.019389,           0.0057826,           0.0057826,           0.0057826
                 215,            0.032198,            0.012566,             0.01212,             0.84471,             0.73498,             0.82947,             0.52875,            0.037059,           0.0049554,            0.029491,           0.0057628,           0.0057628,           0.0057628
                 216,            0.031974,            0.012443,            0.011814,             0.81977,             0.75023,             0.82499,             0.51599,            0.034431,           0.0048872,            0.015353,            0.005743,            0.005743,            0.005743
                 217,            0.032005,            0.012487,            0.011797,             0.79948,             0.72607,             0.80459,             0.52123,              0.0339,           0.0048543,            0.023567,           0.0057232,           0.0057232,           0.0057232
                 218,            0.031548,             0.01238,            0.011398,             0.78557,             0.78472,             0.83965,             0.52976,            0.033567,           0.0048031,            0.018715,           0.0057034,           0.0057034,           0.0057034
                 219,            0.031877,            0.012532,            0.011644,             0.84486,             0.76595,             0.85061,             0.54582,            0.038489,            0.004795,            0.025257,           0.0056836,           0.0056836,           0.0056836
                 220,            0.031741,            0.012412,            0.011535,             0.74844,             0.79347,             0.82251,             0.53387,            0.035377,           0.0048742,            0.018615,           0.0056638,           0.0056638,           0.0056638
                 221,            0.032006,            0.012671,            0.011569,             0.78554,             0.73909,             0.79915,             0.52188,            0.032955,           0.0049719,            0.014272,            0.005644,            0.005644,            0.005644
                 222,            0.030856,             0.01265,            0.011805,             0.79528,             0.73745,             0.81671,             0.51104,            0.036644,           0.0049203,            0.018099,           0.0056242,           0.0056242,           0.0056242
                 223,            0.031588,            0.012292,             0.01119,              0.8532,             0.74322,             0.82641,             0.53079,            0.034364,           0.0047728,            0.022296,           0.0056044,           0.0056044,           0.0056044
                 224,            0.031636,            0.012469,            0.012109,             0.80093,             0.75384,             0.83486,             0.53873,            0.036797,           0.0048598,            0.025427,           0.0055846,           0.0055846,           0.0055846
                 225,            0.031859,            0.012361,            0.012297,             0.81267,             0.72046,             0.79317,             0.50676,            0.035137,            0.005007,            0.014815,           0.0055648,           0.0055648,           0.0055648
                 226,            0.031543,            0.012564,            0.011171,              0.8177,             0.74073,             0.81923,             0.52218,            0.032179,            0.004959,            0.020522,            0.005545,            0.005545,            0.005545
                 227,            0.031697,            0.012365,            0.011724,             0.73707,             0.76931,             0.81615,             0.52864,            0.032805,           0.0048072,            0.023051,           0.0055252,           0.0055252,           0.0055252
                 228,            0.030746,            0.012405,            0.012381,             0.81909,             0.73482,             0.81824,             0.53372,            0.034028,           0.0049929,             0.01936,           0.0055054,           0.0055054,           0.0055054
                 229,            0.031561,            0.012186,            0.011855,             0.81079,             0.74956,             0.82256,             0.53966,            0.035036,           0.0049422,            0.022379,           0.0054856,           0.0054856,           0.0054856
                 230,            0.031452,            0.012645,            0.011454,             0.85483,             0.73224,             0.82463,              0.5252,            0.034099,           0.0048639,            0.022641,           0.0054658,           0.0054658,           0.0054658
                 231,            0.032168,            0.012449,            0.011589,             0.77971,             0.74835,             0.81054,              0.5042,            0.037344,           0.0047858,            0.025588,            0.005446,            0.005446,            0.005446
                 232,            0.031045,            0.012428,            0.011402,                0.83,             0.68897,             0.81383,             0.51912,            0.034185,           0.0048005,            0.020036,           0.0054262,           0.0054262,           0.0054262
                 233,             0.03083,            0.012319,            0.011747,             0.85706,             0.70915,             0.80824,             0.52038,            0.036207,           0.0048727,            0.026978,           0.0054064,           0.0054064,           0.0054064
                 234,            0.032012,            0.012226,            0.011596,             0.86109,             0.75071,             0.83614,              0.5352,            0.035916,           0.0049441,            0.019354,           0.0053866,           0.0053866,           0.0053866
                 235,            0.031309,            0.012508,            0.011315,             0.81026,             0.76649,             0.81866,             0.52776,            0.034256,           0.0048931,            0.021052,           0.0053668,           0.0053668,           0.0053668
                 236,            0.031414,            0.012371,            0.011629,             0.79973,             0.72851,             0.80473,              0.5277,            0.037402,           0.0049323,            0.023046,            0.005347,            0.005347,            0.005347
                 237,            0.031021,            0.012585,            0.011114,             0.83264,             0.74527,             0.82731,             0.52923,            0.035269,           0.0052472,            0.020443,           0.0053272,           0.0053272,           0.0053272
                 238,            0.031105,            0.012284,            0.011781,              0.8109,             0.78206,             0.83521,             0.53052,            0.033486,           0.0048824,            0.015668,           0.0053074,           0.0053074,           0.0053074
                 239,            0.030942,            0.012274,            0.011155,             0.81021,             0.79187,             0.83809,             0.53456,            0.033388,           0.0047127,            0.016062,           0.0052876,           0.0052876,           0.0052876
                 240,            0.030771,            0.012287,            0.011361,             0.78983,             0.72749,             0.79959,             0.53201,            0.035686,           0.0049275,            0.018336,           0.0052678,           0.0052678,           0.0052678
                 241,            0.030934,             0.01247,            0.011322,             0.80404,             0.78114,             0.82967,             0.53798,            0.036023,             0.00478,            0.021779,            0.005248,            0.005248,            0.005248
                 242,            0.030294,            0.012199,            0.010915,             0.81894,             0.74765,             0.81825,             0.52739,            0.034555,            0.004938,             0.01641,           0.0052282,           0.0052282,           0.0052282
                 243,            0.030333,            0.012453,             0.01076,             0.84323,               0.737,             0.81959,             0.53665,            0.035132,            0.004854,            0.013047,           0.0052084,           0.0052084,           0.0052084
                 244,            0.030543,            0.011998,            0.010808,             0.84564,             0.73434,             0.80399,             0.51913,            0.033773,           0.0047928,            0.026066,           0.0051886,           0.0051886,           0.0051886
                 245,            0.030678,             0.01214,            0.010444,             0.76877,             0.77611,             0.81927,             0.53521,            0.033862,           0.0048506,             0.02075,           0.0051688,           0.0051688,           0.0051688
                 246,            0.030206,            0.012001,           0.0099144,             0.75535,             0.77737,             0.81259,             0.53142,            0.032616,           0.0047234,             0.02027,            0.005149,            0.005149,            0.005149
                 247,            0.031127,            0.012171,             0.01108,             0.75189,             0.75774,             0.81143,             0.51623,            0.035985,           0.0047444,            0.020186,           0.0051292,           0.0051292,           0.0051292
                 248,            0.030769,            0.012137,            0.011683,             0.79147,             0.78545,             0.83267,             0.53407,            0.035637,           0.0048137,            0.019981,           0.0051094,           0.0051094,           0.0051094
                 249,             0.03078,            0.012077,            0.011233,             0.84022,             0.73577,             0.82941,             0.52941,            0.031934,           0.0049518,            0.019558,           0.0050896,           0.0050896,           0.0050896
                 250,            0.030128,            0.012322,            0.011076,              0.7954,             0.74355,             0.82173,             0.53488,             0.03286,           0.0049562,            0.017408,           0.0050698,           0.0050698,           0.0050698
                 251,             0.03085,            0.012412,            0.010585,             0.81711,             0.77654,             0.82992,             0.54438,            0.032928,           0.0046771,            0.021062,             0.00505,             0.00505,             0.00505
                 252,            0.029882,            0.012188,            0.011228,             0.85846,              0.7424,             0.81642,             0.52098,            0.029338,           0.0048572,            0.018671,           0.0050302,           0.0050302,           0.0050302
                 253,            0.030146,            0.012141,            0.011041,             0.85671,             0.75983,               0.844,              0.5544,            0.033487,           0.0048048,            0.018916,           0.0050104,           0.0050104,           0.0050104
                 254,            0.030616,            0.012147,            0.011502,              0.7818,             0.77102,              0.8295,             0.53978,            0.032288,           0.0049133,             0.01553,           0.0049906,           0.0049906,           0.0049906
                 255,            0.029755,            0.011923,            0.010541,             0.84846,              0.7314,             0.82227,             0.53392,            0.034238,           0.0047706,            0.017569,           0.0049708,           0.0049708,           0.0049708
                 256,            0.030427,            0.012031,            0.011152,             0.80681,              0.7583,             0.82567,             0.53448,            0.036653,           0.0051058,            0.027636,            0.004951,            0.004951,            0.004951
                 257,            0.030293,            0.011945,            0.010937,             0.81619,             0.75716,             0.81862,             0.53388,            0.035349,           0.0048284,            0.027522,           0.0049312,           0.0049312,           0.0049312
                 258,            0.030339,            0.012176,            0.011219,              0.8017,              0.7855,             0.83411,             0.53602,            0.033575,            0.004809,            0.019738,           0.0049114,           0.0049114,           0.0049114
                 259,            0.030376,             0.01206,            0.011065,             0.81242,             0.77075,             0.83156,             0.54146,            0.035031,           0.0048282,            0.018504,           0.0048916,           0.0048916,           0.0048916
                 260,            0.030001,            0.011944,            0.010528,             0.81687,             0.78434,             0.82936,             0.53428,            0.035928,           0.0047798,            0.018197,           0.0048718,           0.0048718,           0.0048718
                 261,            0.029998,             0.01215,            0.010576,             0.79878,             0.76439,             0.81205,             0.52924,            0.037197,           0.0049957,            0.025735,            0.004852,            0.004852,            0.004852
                 262,            0.029783,            0.012022,             0.01088,             0.82123,             0.76896,             0.82703,             0.53395,            0.036728,           0.0049526,            0.017249,           0.0048322,           0.0048322,           0.0048322
                 263,            0.029517,            0.012189,            0.011171,             0.79564,             0.76868,             0.81655,             0.53459,            0.031204,           0.0049424,            0.020815,           0.0048124,           0.0048124,           0.0048124
                 264,            0.030422,            0.012109,            0.010763,             0.79568,             0.73466,             0.80571,             0.52599,            0.034582,           0.0047573,            0.018696,           0.0047926,           0.0047926,           0.0047926
                 265,            0.030262,            0.012006,            0.010604,             0.76258,              0.8063,             0.82679,              0.5384,            0.032223,           0.0048815,            0.013181,           0.0047728,           0.0047728,           0.0047728
                 266,            0.029861,            0.011908,            0.010365,             0.75649,             0.79677,             0.84105,             0.54292,            0.031155,            0.004563,            0.014312,            0.004753,            0.004753,            0.004753
                 267,            0.029757,            0.011899,             0.01054,             0.82049,             0.79073,             0.83608,             0.54185,            0.033973,           0.0047517,            0.016881,           0.0047332,           0.0047332,           0.0047332
                 268,            0.029248,            0.011781,            0.010605,             0.79406,             0.80154,              0.8514,             0.54454,             0.03595,           0.0048857,            0.018957,           0.0047134,           0.0047134,           0.0047134
                 269,            0.029647,              0.0115,            0.011005,             0.79842,              0.7697,              0.8302,             0.53495,            0.032991,           0.0049115,            0.019121,           0.0046936,           0.0046936,           0.0046936
                 270,            0.029986,            0.012019,            0.010609,             0.83247,             0.75419,             0.83292,             0.53677,            0.034727,           0.0049165,            0.018863,           0.0046738,           0.0046738,           0.0046738
                 271,            0.030041,            0.011774,            0.011098,             0.79503,             0.77587,             0.83657,             0.54735,            0.033522,           0.0048856,            0.016252,            0.004654,            0.004654,            0.004654
                 272,              0.0299,            0.011937,           0.0099751,             0.80483,             0.78924,             0.84177,             0.55544,            0.032824,           0.0047386,            0.022855,           0.0046342,           0.0046342,           0.0046342
                 273,             0.03008,            0.011752,            0.010383,             0.82314,              0.7458,             0.82967,             0.54078,            0.032796,           0.0048351,            0.018928,           0.0046144,           0.0046144,           0.0046144
                 274,            0.029839,            0.011997,            0.010517,             0.79665,             0.78598,             0.82586,             0.53789,            0.031601,           0.0047413,            0.013331,           0.0045946,           0.0045946,           0.0045946
                 275,            0.029586,            0.011852,            0.010563,             0.83847,             0.73817,             0.80638,             0.53515,             0.03526,           0.0049241,            0.019052,           0.0045748,           0.0045748,           0.0045748
                 276,            0.030297,            0.011799,            0.010509,             0.79688,              0.7613,             0.82087,             0.51875,            0.035425,           0.0049739,            0.022045,            0.004555,            0.004555,            0.004555
                 277,            0.029936,            0.011879,            0.010817,             0.81338,             0.75901,             0.82884,             0.53524,            0.035232,           0.0048841,            0.020106,           0.0045352,           0.0045352,           0.0045352
                 278,            0.029535,            0.011663,             0.01042,             0.82838,             0.77698,              0.8361,             0.54376,            0.033659,           0.0048525,            0.015861,           0.0045154,           0.0045154,           0.0045154
                 279,             0.02924,            0.011814,            0.010182,             0.79005,             0.75232,             0.80566,             0.53025,            0.036916,           0.0049791,            0.022775,           0.0044956,           0.0044956,           0.0044956
                 280,            0.029812,            0.012018,            0.010616,             0.82703,             0.74641,              0.8116,             0.52687,            0.035152,           0.0048665,            0.023346,           0.0044758,           0.0044758,           0.0044758
                 281,            0.029499,            0.011843,            0.010404,             0.79179,             0.74703,             0.81455,             0.51625,            0.030508,           0.0048458,            0.015541,            0.004456,            0.004456,            0.004456
                 282,            0.029558,            0.011914,            0.010909,             0.83791,             0.76478,             0.83189,             0.53127,            0.032679,           0.0046694,            0.016816,           0.0044362,           0.0044362,           0.0044362
                 283,            0.029773,            0.011933,            0.010269,             0.77262,              0.7987,             0.83182,             0.53471,            0.032147,           0.0048895,             0.01875,           0.0044164,           0.0044164,           0.0044164
                 284,            0.028847,            0.011622,           0.0099944,             0.83208,             0.74025,              0.8145,             0.53524,              0.0362,           0.0049407,            0.025975,           0.0043966,           0.0043966,           0.0043966
                 285,            0.029449,            0.011758,            0.010075,             0.81545,             0.75884,             0.83768,             0.54981,            0.032984,            0.004923,            0.017536,           0.0043768,           0.0043768,           0.0043768
                 286,            0.028881,            0.011738,           0.0099444,             0.79891,             0.77741,             0.81956,             0.52769,            0.034402,           0.0047144,            0.023793,            0.004357,            0.004357,            0.004357
                 287,            0.028725,            0.011986,            0.010112,             0.83528,             0.75536,             0.83473,             0.54109,            0.034813,           0.0049788,            0.020919,           0.0043372,           0.0043372,           0.0043372
                 288,            0.029243,            0.011716,            0.010424,             0.84805,             0.78047,             0.85086,             0.54918,            0.033918,           0.0047561,            0.020413,           0.0043174,           0.0043174,           0.0043174
                 289,            0.028478,            0.011672,            0.010767,             0.83715,             0.74711,             0.82641,             0.53099,            0.033807,           0.0049145,            0.017227,           0.0042976,           0.0042976,           0.0042976
                 290,            0.028364,            0.011612,            0.010323,             0.80408,             0.77966,             0.84351,              0.5563,            0.035131,           0.0048539,            0.018182,           0.0042778,           0.0042778,           0.0042778
                 291,            0.028812,            0.012054,             0.01012,             0.84164,              0.7703,             0.83513,             0.53884,            0.033872,           0.0049438,            0.015707,            0.004258,            0.004258,            0.004258
                 292,            0.028483,            0.011565,           0.0098046,             0.81079,             0.77127,             0.83541,             0.53778,            0.032296,           0.0048513,            0.019214,           0.0042382,           0.0042382,           0.0042382
                 293,             0.02946,            0.011715,            0.010429,             0.83544,             0.77551,             0.84274,             0.53644,            0.033094,           0.0048511,            0.016316,           0.0042184,           0.0042184,           0.0042184
                 294,            0.028871,             0.01192,           0.0098704,             0.81096,             0.76842,             0.81889,             0.53296,            0.036127,           0.0049605,            0.022908,           0.0041986,           0.0041986,           0.0041986
                 295,            0.028073,             0.01165,            0.009498,             0.81914,             0.75182,             0.81702,             0.52678,            0.033731,           0.0048691,            0.020598,           0.0041788,           0.0041788,           0.0041788
                 296,            0.028685,            0.011462,            0.010651,             0.80258,             0.76749,             0.81569,             0.52293,            0.034266,           0.0048141,            0.014294,            0.004159,            0.004159,            0.004159
                 297,            0.029121,            0.011605,            0.010163,             0.84604,             0.75982,             0.82524,             0.53755,            0.031888,           0.0048343,            0.012063,           0.0041392,           0.0041392,           0.0041392
                 298,            0.028262,            0.011716,            0.010505,             0.79656,             0.77801,             0.82971,             0.53222,            0.034975,           0.0047514,            0.013122,           0.0041194,           0.0041194,           0.0041194
                 299,            0.028961,            0.012057,            0.010038,             0.83093,              0.7827,             0.83737,             0.54403,            0.033237,           0.0048585,            0.020281,           0.0040996,           0.0040996,           0.0040996
                 300,            0.028432,            0.011554,            0.010071,             0.81522,             0.77348,             0.83699,             0.54568,            0.034026,           0.0047923,             0.02186,           0.0040798,           0.0040798,           0.0040798
                 301,            0.028834,            0.011751,            0.010187,             0.85069,             0.74639,             0.82254,             0.53163,            0.032966,           0.0048534,            0.016023,             0.00406,             0.00406,             0.00406
                 302,            0.028845,            0.011865,           0.0099791,             0.78926,             0.77417,             0.83871,             0.55246,            0.034504,           0.0047061,            0.017967,           0.0040402,           0.0040402,           0.0040402
                 303,            0.028683,             0.01171,            0.010083,             0.87125,             0.77277,             0.84676,             0.55474,             0.03603,           0.0048656,            0.023981,           0.0040204,           0.0040204,           0.0040204
                 304,            0.028295,             0.01188,            0.010025,             0.85783,             0.75543,             0.83202,             0.54597,            0.034331,           0.0048376,            0.022553,           0.0040006,           0.0040006,           0.0040006
                 305,             0.02837,            0.011472,           0.0098012,             0.78475,              0.7905,             0.83548,             0.54492,            0.033079,           0.0048421,            0.021654,           0.0039808,           0.0039808,           0.0039808
                 306,            0.028402,            0.011673,           0.0098862,              0.7771,             0.79128,             0.82903,             0.53209,            0.034019,           0.0048206,            0.014779,            0.003961,            0.003961,            0.003961
                 307,             0.02833,            0.011781,           0.0097282,             0.77776,             0.80429,             0.83767,             0.54811,            0.032923,           0.0049689,            0.021953,           0.0039412,           0.0039412,           0.0039412
                 308,            0.028648,            0.011405,           0.0098631,              0.8477,             0.75551,              0.8275,             0.54503,            0.030599,            0.004807,            0.013766,           0.0039214,           0.0039214,           0.0039214
                 309,            0.027945,            0.011747,           0.0092529,             0.83196,             0.75181,             0.82379,             0.53105,            0.032886,           0.0048871,            0.022319,           0.0039016,           0.0039016,           0.0039016
                 310,            0.027882,            0.011722,           0.0095467,             0.80593,             0.76924,             0.82624,             0.53505,            0.033177,           0.0047782,            0.017454,           0.0038818,           0.0038818,           0.0038818
                 311,            0.028575,            0.011664,           0.0099242,             0.83662,             0.75471,             0.82082,             0.54173,            0.032028,           0.0048967,            0.021941,            0.003862,            0.003862,            0.003862
                 312,            0.028081,            0.011784,           0.0097555,             0.82713,              0.7808,             0.84669,             0.54849,             0.03141,           0.0047645,            0.016991,           0.0038422,           0.0038422,           0.0038422
                 313,            0.028164,            0.011417,           0.0093629,             0.80948,             0.78894,             0.84281,             0.54845,            0.035363,           0.0048372,            0.015585,           0.0038224,           0.0038224,           0.0038224
                 314,            0.027776,            0.011528,           0.0094969,             0.79247,             0.79377,             0.82832,             0.54469,            0.033498,           0.0048982,            0.020621,           0.0038026,           0.0038026,           0.0038026
                 315,            0.028037,              0.0117,           0.0096943,              0.8216,             0.75074,             0.82948,             0.54051,            0.032951,           0.0049738,            0.022711,           0.0037828,           0.0037828,           0.0037828
                 316,            0.027688,            0.011545,           0.0093964,             0.85163,             0.74293,             0.81115,             0.52283,            0.035836,           0.0049144,             0.02011,            0.003763,            0.003763,            0.003763
                 317,            0.028141,            0.011684,            0.010081,             0.83062,             0.76629,             0.83041,             0.54099,            0.035345,           0.0047398,            0.016523,           0.0037432,           0.0037432,           0.0037432
