               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.027145,            0.011403,           0.0090914,              0.8178,             0.78373,             0.83691,              0.5571,            0.033834,           0.0047276,            0.017483,           0.0037234,           0.0037234,           0.0037234
                 319,            0.027991,            0.011632,            0.009606,             0.84485,             0.76904,             0.84797,             0.55212,            0.034768,           0.0046538,            0.023954,           0.0037036,           0.0037036,           0.0037036
                 320,            0.027942,             0.01139,            0.010113,              0.7963,             0.78967,             0.82993,             0.54746,             0.03569,           0.0048217,            0.019245,           0.0036838,           0.0036838,           0.0036838
                 321,            0.027228,            0.011398,            0.009917,             0.82719,             0.78005,             0.82411,             0.53403,            0.035364,           0.0048339,            0.023824,            0.003664,            0.003664,            0.003664
                 322,            0.028231,            0.011403,           0.0094843,             0.79841,              0.7712,             0.83077,             0.53593,            0.037149,           0.0047908,            0.017048,           0.0036442,           0.0036442,           0.0036442
                 323,            0.028217,            0.011702,           0.0096228,             0.79655,             0.78702,             0.82882,             0.55063,            0.033332,           0.0047363,            0.022652,           0.0036244,           0.0036244,           0.0036244
                 324,            0.027735,            0.011421,           0.0095939,             0.82338,             0.77631,             0.83276,             0.55125,            0.035875,           0.0048757,            0.018799,           0.0036046,           0.0036046,           0.0036046
                 325,            0.027498,            0.011144,           0.0092214,             0.82815,             0.76073,             0.82286,             0.53761,            0.035654,           0.0049651,            0.019631,           0.0035848,           0.0035848,           0.0035848
                 326,            0.027181,            0.011666,           0.0091583,             0.85591,             0.75915,              0.8444,             0.54701,             0.03469,           0.0049107,            0.012508,            0.003565,            0.003565,            0.003565
                 327,            0.028524,            0.011372,           0.0094712,              0.8131,             0.76589,             0.82033,              0.5338,            0.036998,           0.0048686,            0.020467,           0.0035452,           0.0035452,           0.0035452
                 328,            0.027668,            0.011372,           0.0087524,             0.81478,             0.78252,              0.8192,             0.54074,            0.034488,           0.0047515,            0.022842,           0.0035254,           0.0035254,           0.0035254
                 329,             0.02737,            0.011568,           0.0091304,             0.85959,             0.74624,             0.82924,             0.53721,            0.033709,           0.0050113,            0.021198,           0.0035056,           0.0035056,           0.0035056
                 330,            0.027656,            0.011526,           0.0092387,             0.81476,             0.77115,             0.83947,             0.55014,            0.035907,           0.0049034,            0.020958,           0.0034858,           0.0034858,           0.0034858
                 331,            0.027494,             0.01116,           0.0094206,             0.83537,             0.76499,             0.82781,             0.53206,            0.034122,           0.0048347,            0.018705,            0.003466,            0.003466,            0.003466
                 332,            0.026579,            0.011346,           0.0096081,             0.84873,              0.7546,             0.83024,              0.5507,            0.031459,           0.0048449,            0.025682,           0.0034462,           0.0034462,           0.0034462
                 333,            0.026971,            0.011121,           0.0094872,             0.74466,             0.77673,             0.81892,             0.52334,            0.031788,           0.0048596,            0.016558,           0.0034264,           0.0034264,           0.0034264
                 334,            0.027585,            0.011358,           0.0097356,             0.85873,             0.73838,             0.82441,             0.53338,            0.034103,           0.0049193,             0.01983,           0.0034066,           0.0034066,           0.0034066
                 335,            0.026741,            0.011207,           0.0094014,             0.79575,             0.75196,             0.82423,             0.53943,            0.034851,           0.0049534,            0.020232,           0.0033868,           0.0033868,           0.0033868
                 336,            0.027669,            0.011367,           0.0098188,             0.84818,             0.75104,             0.82627,             0.54428,            0.031437,           0.0048784,            0.016614,            0.003367,            0.003367,            0.003367
                 337,            0.026877,            0.011303,           0.0094064,              0.7794,              0.7905,             0.82792,              0.5396,            0.037551,           0.0049793,            0.018079,           0.0033472,           0.0033472,           0.0033472
                 338,             0.02761,            0.011257,           0.0087226,             0.85549,             0.77985,             0.84455,             0.54384,            0.035311,           0.0049056,            0.016649,           0.0033274,           0.0033274,           0.0033274
                 339,            0.027163,            0.011084,           0.0095507,             0.84871,             0.76993,             0.82479,             0.54271,            0.031145,           0.0047103,            0.014278,           0.0033076,           0.0033076,           0.0033076
                 340,            0.026594,            0.011389,           0.0090284,             0.82114,             0.78829,               0.841,             0.54597,            0.032663,           0.0046879,            0.017137,           0.0032878,           0.0032878,           0.0032878
                 341,            0.026963,            0.011357,           0.0084819,             0.82838,             0.78188,             0.82187,             0.54294,            0.034618,           0.0048202,              0.0161,            0.003268,            0.003268,            0.003268
                 342,              0.0267,            0.011324,           0.0088041,             0.81677,              0.7841,             0.84293,             0.55513,            0.032307,           0.0047988,             0.01322,           0.0032482,           0.0032482,           0.0032482
                 343,            0.026738,              0.0112,           0.0092004,              0.8056,             0.78748,             0.83826,             0.54153,            0.033934,            0.004974,            0.017006,           0.0032284,           0.0032284,           0.0032284
                 344,            0.027134,             0.01104,           0.0088836,              0.8564,             0.77186,             0.83997,             0.54544,            0.032528,           0.0048631,            0.017461,           0.0032086,           0.0032086,           0.0032086
                 345,            0.026663,            0.011335,           0.0089765,              0.8322,             0.75767,             0.82274,             0.54107,            0.033554,           0.0047446,            0.016402,           0.0031888,           0.0031888,           0.0031888
                 346,            0.026484,            0.011379,           0.0088529,             0.80372,             0.79846,              0.8384,             0.54941,            0.036807,           0.0046672,            0.022532,            0.003169,            0.003169,            0.003169
                 347,            0.026837,            0.011348,           0.0089478,             0.84891,             0.75019,              0.8209,             0.52957,            0.035034,           0.0049345,            0.015519,           0.0031492,           0.0031492,           0.0031492
                 348,             0.02666,            0.011274,           0.0085584,             0.79726,              0.7791,             0.81966,             0.54283,             0.03312,           0.0049594,            0.021475,           0.0031294,           0.0031294,           0.0031294
                 349,            0.026146,            0.011345,           0.0093144,             0.79924,              0.7887,             0.83827,             0.55407,            0.036329,           0.0048794,             0.02334,           0.0031096,           0.0031096,           0.0031096
                 350,            0.026696,            0.011226,           0.0089993,             0.83167,             0.75284,             0.82948,             0.53617,            0.034984,           0.0049779,            0.025165,           0.0030898,           0.0030898,           0.0030898
                 351,            0.027234,            0.011169,            0.009299,             0.82291,             0.75713,             0.83511,             0.53206,            0.033729,           0.0051124,            0.012093,             0.00307,             0.00307,             0.00307
                 352,            0.026891,            0.011058,           0.0087741,             0.84863,             0.75697,             0.83322,             0.53878,            0.032909,           0.0048127,            0.017938,           0.0030502,           0.0030502,           0.0030502
                 353,            0.026245,             0.01102,            0.008938,             0.85813,             0.74938,             0.83237,             0.54436,            0.032055,             0.00488,            0.019059,           0.0030304,           0.0030304,           0.0030304
                 354,            0.026854,            0.011052,           0.0087633,             0.83764,             0.78473,             0.84584,              0.5639,            0.032004,           0.0047747,            0.011208,           0.0030106,           0.0030106,           0.0030106
                 355,            0.026766,            0.010964,           0.0090706,             0.84645,              0.7615,             0.83784,             0.54536,            0.034696,           0.0048489,            0.018113,           0.0029908,           0.0029908,           0.0029908
                 356,            0.026358,            0.011378,           0.0083471,             0.84503,             0.77112,             0.84022,              0.5461,            0.033932,           0.0049871,            0.019676,            0.002971,            0.002971,            0.002971
                 357,            0.025903,            0.011133,           0.0083987,             0.79399,             0.76495,             0.84014,             0.55505,            0.034245,           0.0047977,            0.026311,           0.0029512,           0.0029512,           0.0029512
                 358,            0.026287,            0.011229,            0.009074,             0.85945,             0.75281,             0.82347,             0.54426,             0.03234,           0.0048812,            0.018417,           0.0029314,           0.0029314,           0.0029314
                 359,             0.02616,            0.011004,           0.0093626,             0.82945,              0.7808,             0.82782,             0.54622,            0.034062,           0.0049902,            0.021376,           0.0029116,           0.0029116,           0.0029116
                 360,            0.025938,            0.011292,            0.008859,             0.83513,             0.75274,             0.82182,             0.53418,            0.033086,           0.0048201,            0.020937,           0.0028918,           0.0028918,           0.0028918
                 361,            0.025599,            0.010995,           0.0081423,             0.82996,             0.75021,             0.82199,             0.54052,              0.0369,           0.0049055,            0.021196,            0.002872,            0.002872,            0.002872
                 362,            0.025617,            0.011101,            0.008646,             0.85215,             0.74196,             0.82876,             0.54344,            0.033061,           0.0049231,            0.021246,           0.0028522,           0.0028522,           0.0028522
                 363,            0.026297,            0.011279,           0.0093671,              0.8553,             0.73756,             0.82686,             0.53972,             0.03394,            0.004989,             0.02171,           0.0028324,           0.0028324,           0.0028324
                 364,            0.025994,            0.011158,            0.008536,             0.86661,             0.76603,             0.84779,             0.54576,            0.030886,           0.0050069,            0.014162,           0.0028126,           0.0028126,           0.0028126
                 365,            0.026084,            0.011008,           0.0087494,             0.83948,             0.78259,              0.8455,             0.55183,            0.034069,           0.0049572,            0.013451,           0.0027928,           0.0027928,           0.0027928
                 366,            0.025734,            0.011146,           0.0084421,             0.83171,             0.77162,             0.83587,             0.54001,            0.034774,           0.0048831,            0.020306,            0.002773,            0.002773,            0.002773
                 367,             0.02631,            0.011226,           0.0091838,              0.8464,             0.74936,             0.82813,              0.5467,            0.033594,            0.004963,            0.020863,           0.0027532,           0.0027532,           0.0027532
                 368,            0.026468,            0.010868,           0.0083093,               0.833,             0.76342,             0.84539,             0.54929,            0.032268,           0.0047433,            0.020755,           0.0027334,           0.0027334,           0.0027334
                 369,            0.025551,            0.011275,            0.008422,             0.81181,             0.76954,             0.83395,             0.54735,            0.034954,           0.0050366,            0.020409,           0.0027136,           0.0027136,           0.0027136
                 370,            0.025404,            0.011223,           0.0081955,             0.78667,             0.78212,             0.82708,             0.54195,            0.036429,           0.0047396,            0.017149,           0.0026938,           0.0026938,           0.0026938
                 371,            0.025767,            0.011203,           0.0084821,             0.82215,             0.78007,             0.84247,             0.55852,            0.036212,           0.0048856,            0.015652,            0.002674,            0.002674,            0.002674
                 372,            0.025252,            0.010974,           0.0085008,             0.78675,             0.78854,             0.82579,             0.54597,             0.03408,           0.0050102,            0.023587,           0.0026542,           0.0026542,           0.0026542
                 373,            0.025956,            0.011061,           0.0089555,              0.7871,             0.79972,             0.82918,             0.53177,            0.034854,           0.0050007,            0.018853,           0.0026344,           0.0026344,           0.0026344
                 374,            0.025737,            0.011107,            0.008754,              0.7849,             0.77872,             0.83025,             0.54594,            0.030868,            0.004742,            0.018766,           0.0026146,           0.0026146,           0.0026146
                 375,            0.025435,            0.011202,           0.0083229,             0.83652,             0.76318,             0.83709,             0.54613,            0.032537,           0.0047291,            0.016339,           0.0025948,           0.0025948,           0.0025948
                 376,            0.025686,            0.011103,           0.0086806,             0.79636,             0.79475,              0.8332,             0.54398,            0.034408,            0.005119,             0.02078,            0.002575,            0.002575,            0.002575
                 377,            0.025048,            0.011088,           0.0084473,             0.80705,             0.78166,             0.83249,             0.53736,             0.03485,           0.0047972,            0.021495,           0.0025552,           0.0025552,           0.0025552
                 378,             0.02506,            0.011042,           0.0080859,              0.8465,             0.76205,             0.82992,             0.54473,            0.035922,           0.0050048,             0.02356,           0.0025354,           0.0025354,           0.0025354
                 379,            0.025341,            0.011024,           0.0079609,             0.80473,             0.74442,             0.81216,             0.52978,            0.031971,           0.0048906,            0.018747,           0.0025156,           0.0025156,           0.0025156
                 380,            0.025354,            0.010947,           0.0082953,               0.812,             0.74921,             0.82261,             0.54393,            0.032212,           0.0048343,            0.017908,           0.0024958,           0.0024958,           0.0024958
                 381,            0.025449,            0.010925,           0.0083049,             0.80215,             0.76862,             0.81509,              0.5412,            0.036455,           0.0048335,            0.020026,            0.002476,            0.002476,            0.002476
                 382,            0.025336,            0.010747,           0.0082732,             0.82625,             0.76782,             0.82482,             0.54111,            0.034489,           0.0049297,             0.02606,           0.0024562,           0.0024562,           0.0024562
                 383,            0.025313,            0.010711,           0.0083347,             0.80566,              0.7681,             0.82371,              0.5331,            0.031369,           0.0049598,            0.022056,           0.0024364,           0.0024364,           0.0024364
                 384,            0.025458,             0.01072,           0.0083139,             0.81776,             0.77652,             0.83786,             0.54927,             0.03624,           0.0047841,            0.020876,           0.0024166,           0.0024166,           0.0024166
                 385,            0.024885,            0.010922,           0.0085045,             0.86159,             0.77298,             0.83844,              0.5596,            0.035324,           0.0049657,             0.02109,           0.0023968,           0.0023968,           0.0023968
                 386,             0.02548,             0.01096,           0.0084478,             0.81701,             0.75761,             0.83153,             0.55404,            0.034433,           0.0048937,            0.021045,            0.002377,            0.002377,            0.002377
                 387,            0.024819,            0.010801,           0.0078349,             0.85441,             0.75934,             0.83062,             0.54023,            0.034634,           0.0050312,            0.022322,           0.0023572,           0.0023572,           0.0023572
                 388,             0.02506,            0.010735,           0.0081844,             0.82349,              0.7955,             0.84232,             0.55648,             0.03083,           0.0047452,            0.012625,           0.0023374,           0.0023374,           0.0023374
                 389,            0.024692,             0.01091,           0.0081718,             0.85661,             0.75819,             0.84173,             0.54774,            0.035589,            0.004863,            0.023639,           0.0023176,           0.0023176,           0.0023176
                 390,            0.024794,            0.010937,           0.0083791,             0.81714,             0.75332,             0.81633,             0.53783,            0.034904,           0.0047677,            0.014058,           0.0022978,           0.0022978,           0.0022978
                 391,            0.025007,            0.010873,            0.008809,             0.84497,             0.74982,             0.82244,             0.54655,            0.040026,           0.0051883,            0.021066,            0.002278,            0.002278,            0.002278
                 392,              0.0249,            0.010608,            0.008383,             0.84323,             0.75257,             0.83305,             0.56175,            0.034766,           0.0046821,            0.018288,           0.0022582,           0.0022582,           0.0022582
                 393,            0.024709,            0.010994,           0.0078378,             0.83841,             0.77688,             0.83386,             0.54077,            0.034854,           0.0049628,            0.018983,           0.0022384,           0.0022384,           0.0022384
                 394,            0.024674,            0.010661,           0.0085308,              0.8237,             0.76365,             0.82762,             0.53787,             0.03245,           0.0049874,            0.012724,           0.0022186,           0.0022186,           0.0022186
                 395,            0.024323,            0.010799,           0.0080346,             0.79516,             0.79253,             0.82655,             0.54351,             0.03548,           0.0049344,             0.01794,           0.0021988,           0.0021988,           0.0021988
                 396,            0.025079,             0.01063,           0.0077627,             0.84359,              0.7531,             0.82473,             0.54223,            0.030836,           0.0047548,            0.016458,            0.002179,            0.002179,            0.002179
                 397,            0.024365,             0.01071,           0.0075342,             0.81643,             0.78106,             0.82818,             0.54754,            0.029913,           0.0047196,            0.016583,           0.0021592,           0.0021592,           0.0021592
                 398,            0.024593,            0.010888,           0.0079784,             0.85338,             0.75285,             0.82452,             0.54442,            0.033631,           0.0048686,            0.017719,           0.0021394,           0.0021394,           0.0021394
                 399,            0.024216,            0.010664,           0.0078405,             0.85583,             0.77545,             0.83263,             0.55038,            0.036445,           0.0050009,            0.016102,           0.0021196,           0.0021196,           0.0021196
                 400,            0.024228,            0.010819,           0.0080449,             0.80072,             0.76882,             0.82475,             0.54079,             0.03408,           0.0048077,            0.023383,           0.0020998,           0.0020998,           0.0020998
                 401,            0.024419,            0.010646,           0.0081117,              0.8275,             0.78667,             0.83871,             0.55079,            0.036357,           0.0048038,             0.02195,             0.00208,             0.00208,             0.00208
                 402,            0.024045,            0.010664,           0.0078804,              0.8669,             0.75158,             0.83105,             0.54879,            0.033418,           0.0048519,            0.015247,           0.0020602,           0.0020602,           0.0020602
                 403,             0.02421,            0.010669,           0.0078612,             0.81511,             0.79648,             0.84002,             0.55292,            0.031762,           0.0048942,            0.017144,           0.0020404,           0.0020404,           0.0020404
                 404,            0.023882,            0.010544,           0.0076306,             0.81717,              0.7812,             0.83948,             0.54946,             0.02919,           0.0048982,            0.014837,           0.0020206,           0.0020206,           0.0020206
                 405,            0.023974,            0.011127,           0.0078671,             0.80509,              0.7573,             0.81324,             0.52969,            0.035367,           0.0050428,            0.022761,           0.0020008,           0.0020008,           0.0020008
                 406,            0.023887,            0.010579,           0.0073613,             0.79918,             0.79476,             0.83364,             0.54124,            0.034858,           0.0049067,            0.022911,            0.001981,            0.001981,            0.001981
                 407,            0.024244,            0.010806,           0.0077508,             0.80569,             0.77994,             0.82109,             0.53317,            0.036377,             0.00482,            0.021214,           0.0019612,           0.0019612,           0.0019612
                 408,            0.024317,            0.010731,           0.0072877,             0.81189,             0.78305,             0.82438,             0.54414,            0.034386,           0.0049818,            0.017643,           0.0019414,           0.0019414,           0.0019414
                 409,            0.023635,            0.010525,           0.0078026,              0.8475,              0.7652,             0.83117,             0.55159,            0.034998,           0.0049199,            0.020333,           0.0019216,           0.0019216,           0.0019216
                 410,            0.023654,            0.010677,           0.0074224,              0.8111,              0.7729,             0.82607,             0.54565,            0.039323,           0.0050084,            0.022218,           0.0019018,           0.0019018,           0.0019018
                 411,            0.023966,            0.010746,           0.0078134,             0.75276,             0.81211,             0.83874,             0.56491,            0.036934,           0.0048843,            0.020398,            0.001882,            0.001882,            0.001882
                 412,            0.024069,            0.010775,           0.0081543,             0.81341,             0.77304,             0.82993,             0.55132,            0.035637,           0.0049457,            0.014676,           0.0018622,           0.0018622,           0.0018622
                 413,            0.024029,            0.010613,           0.0074182,             0.83774,              0.7598,             0.83005,             0.54707,            0.034106,           0.0049444,            0.017199,           0.0018424,           0.0018424,           0.0018424
                 414,            0.023838,            0.010756,           0.0081107,             0.83994,             0.75254,             0.81962,              0.5397,            0.036169,           0.0049462,            0.025306,           0.0018226,           0.0018226,           0.0018226
                 415,            0.023583,            0.010533,           0.0076524,             0.86029,             0.74575,             0.82888,             0.54385,            0.034633,           0.0049495,            0.019545,           0.0018028,           0.0018028,           0.0018028
                 416,            0.024081,            0.010735,           0.0076462,             0.87227,              0.7711,              0.8326,             0.54376,            0.034804,           0.0049293,            0.020854,            0.001783,            0.001783,            0.001783
                 417,            0.023638,            0.010479,           0.0074454,             0.83625,             0.77907,             0.84615,             0.55748,              0.0349,           0.0048053,            0.018495,           0.0017632,           0.0017632,           0.0017632
                 418,            0.023197,            0.010874,           0.0083018,             0.81849,             0.78179,             0.84365,             0.56291,            0.033588,           0.0048765,            0.016867,           0.0017434,           0.0017434,           0.0017434
                 419,            0.023925,            0.010795,           0.0078842,             0.84719,             0.74918,              0.8247,             0.53976,            0.034076,           0.0049161,            0.019104,           0.0017236,           0.0017236,           0.0017236
                 420,            0.023729,            0.010416,           0.0079069,             0.84093,             0.74534,              0.8233,             0.54661,            0.032294,           0.0048228,             0.02098,           0.0017038,           0.0017038,           0.0017038
                 421,            0.023754,             0.01064,            0.007531,             0.82685,              0.7669,             0.82621,             0.54699,            0.033432,            0.004985,            0.021439,            0.001684,            0.001684,            0.001684
                 422,            0.023464,            0.010465,           0.0082341,             0.85615,             0.74819,             0.83012,             0.54909,            0.032825,           0.0048552,             0.01564,           0.0016642,           0.0016642,           0.0016642
                 423,            0.023121,            0.010404,           0.0076553,             0.85936,             0.75494,             0.82841,             0.53825,             0.03211,            0.005037,            0.017991,           0.0016444,           0.0016444,           0.0016444
                 424,            0.023477,            0.010697,            0.007586,             0.83639,              0.7686,             0.84161,             0.55148,             0.03291,           0.0049278,            0.023141,           0.0016246,           0.0016246,           0.0016246
                 425,            0.023044,            0.010485,           0.0074627,             0.83956,              0.7874,              0.8285,             0.54286,            0.033516,           0.0050336,             0.01858,           0.0016048,           0.0016048,           0.0016048
                 426,            0.023001,            0.010581,           0.0080453,             0.83968,             0.77606,             0.84299,             0.55508,             0.03339,           0.0049659,             0.01741,            0.001585,            0.001585,            0.001585
                 427,            0.023382,            0.010506,           0.0077005,             0.85749,             0.76837,             0.84604,             0.55351,            0.030687,           0.0049371,            0.014794,           0.0015652,           0.0015652,           0.0015652
                 428,             0.02325,            0.010547,             0.00806,             0.82601,              0.7608,             0.81524,             0.53256,            0.038558,           0.0049194,            0.026115,           0.0015454,           0.0015454,           0.0015454
                 429,            0.023323,            0.010597,           0.0076742,             0.78967,             0.77228,             0.82094,             0.54946,            0.036769,           0.0049648,             0.01963,           0.0015256,           0.0015256,           0.0015256
                 430,            0.022909,            0.010319,           0.0075681,             0.82467,              0.7874,             0.84474,             0.55336,            0.036037,           0.0050025,            0.016988,           0.0015058,           0.0015058,           0.0015058
                 431,            0.022849,            0.010348,           0.0078501,             0.84283,             0.77689,             0.85427,             0.56294,            0.033767,           0.0051963,            0.018355,            0.001486,            0.001486,            0.001486
                 432,            0.022456,            0.010339,            0.007514,             0.84244,             0.75351,             0.82456,             0.54182,            0.033619,           0.0048216,            0.023736,           0.0014662,           0.0014662,           0.0014662
                 433,            0.022682,             0.01035,           0.0070942,             0.81737,              0.7645,             0.82129,             0.53954,            0.037269,           0.0047951,            0.021721,           0.0014464,           0.0014464,           0.0014464
                 434,            0.022162,            0.010281,           0.0077203,             0.85515,                0.74,             0.82962,             0.54066,            0.036171,           0.0049684,            0.016836,           0.0014266,           0.0014266,           0.0014266
                 435,            0.022739,            0.010522,           0.0069786,             0.85234,             0.79903,             0.84606,             0.56672,            0.035292,           0.0050644,            0.019643,           0.0014068,           0.0014068,           0.0014068
                 436,            0.022636,            0.010315,           0.0074686,             0.84129,             0.77865,             0.82612,             0.53994,              0.0363,           0.0051581,            0.027234,            0.001387,            0.001387,            0.001387
                 437,            0.023045,            0.010434,            0.007398,             0.84584,             0.75951,             0.82544,              0.5501,            0.036069,           0.0049952,            0.022671,           0.0013672,           0.0013672,           0.0013672
                 438,            0.022274,            0.010264,            0.007296,             0.82288,             0.78643,             0.83585,             0.54865,            0.033591,           0.0049583,            0.014725,           0.0013474,           0.0013474,           0.0013474
                 439,            0.022734,            0.010265,            0.007301,             0.82573,              0.7824,             0.83484,             0.55063,            0.035136,           0.0050243,            0.024983,           0.0013276,           0.0013276,           0.0013276
                 440,             0.02254,            0.010412,           0.0073259,              0.8454,             0.76209,             0.84095,             0.54155,            0.036376,           0.0048432,            0.023413,           0.0013078,           0.0013078,           0.0013078
                 441,            0.022556,            0.010341,           0.0071245,             0.79985,              0.7821,             0.83784,             0.54926,            0.032108,           0.0049386,            0.020195,            0.001288,            0.001288,            0.001288
                 442,            0.022279,            0.010197,           0.0071699,             0.77744,             0.77122,             0.81133,             0.54094,            0.030745,           0.0049672,            0.017251,           0.0012682,           0.0012682,           0.0012682
                 443,            0.022119,            0.010454,           0.0073803,             0.80738,              0.7996,               0.847,             0.56281,            0.035669,           0.0050321,            0.020743,           0.0012484,           0.0012484,           0.0012484
                 444,            0.022214,            0.010362,            0.007497,             0.81863,             0.75414,             0.81762,             0.54917,            0.033974,           0.0049884,            0.017181,           0.0012286,           0.0012286,           0.0012286
                 445,            0.022292,            0.010328,           0.0072289,             0.84042,             0.75957,             0.83442,              0.5519,            0.033567,           0.0049085,            0.024467,           0.0012088,           0.0012088,           0.0012088
                 446,            0.022589,            0.010373,           0.0071292,             0.83556,             0.76958,             0.82346,              0.5478,            0.031322,           0.0051147,             0.01966,            0.001189,            0.001189,            0.001189
                 447,            0.022456,            0.010219,           0.0070009,             0.80908,              0.7652,             0.82378,             0.54537,            0.035868,           0.0048632,            0.014944,           0.0011692,           0.0011692,           0.0011692
                 448,            0.022367,           0.0099902,           0.0069654,             0.86251,             0.76265,             0.83863,             0.56081,            0.033377,           0.0050981,            0.023085,           0.0011494,           0.0011494,           0.0011494
                 449,            0.021686,           0.0099811,           0.0075081,             0.82855,             0.74873,             0.82945,             0.54768,            0.033579,           0.0049978,            0.016969,           0.0011296,           0.0011296,           0.0011296
                 450,            0.021813,            0.010193,           0.0071422,             0.82133,             0.75424,             0.82178,             0.54784,            0.034407,           0.0050816,             0.02018,           0.0011098,           0.0011098,           0.0011098
                 451,            0.021684,            0.010339,           0.0071717,             0.81543,             0.76733,             0.82163,             0.55052,            0.032169,           0.0049174,            0.018108,             0.00109,             0.00109,             0.00109
                 452,            0.022378,            0.010204,           0.0071125,             0.77218,             0.79411,             0.82094,             0.54076,            0.033924,           0.0048502,            0.018182,           0.0010702,           0.0010702,           0.0010702
                 453,            0.021944,            0.010264,           0.0070347,             0.82456,             0.77918,             0.83254,              0.5443,            0.033609,           0.0049069,            0.022562,           0.0010504,           0.0010504,           0.0010504
                 454,            0.021488,            0.010216,           0.0070317,             0.86189,             0.73485,             0.82705,              0.5417,            0.034576,           0.0050109,            0.024001,           0.0010306,           0.0010306,           0.0010306
                 455,             0.02167,            0.010103,           0.0066238,              0.8368,             0.76526,             0.83276,             0.54828,            0.034915,           0.0050004,            0.021705,           0.0010108,           0.0010108,           0.0010108
                 456,            0.021715,           0.0099396,           0.0071023,             0.84044,             0.75652,             0.83877,             0.54963,            0.033742,           0.0049271,            0.020491,            0.000991,            0.000991,            0.000991
                 457,            0.021587,            0.010262,           0.0072706,             0.85826,             0.74396,              0.8325,             0.55324,            0.033302,           0.0050111,            0.016963,           0.0009712,           0.0009712,           0.0009712
                 458,            0.021358,            0.010214,           0.0070221,             0.86586,             0.76163,              0.8339,             0.54709,            0.032976,           0.0049616,            0.020891,           0.0009514,           0.0009514,           0.0009514
                 459,             0.02131,            0.010002,           0.0070706,             0.85333,              0.7686,             0.84558,             0.55418,            0.033775,           0.0049376,            0.021109,           0.0009316,           0.0009316,           0.0009316
                 460,            0.021561,            0.010191,           0.0068618,             0.79532,              0.7826,             0.81679,             0.54323,            0.033398,           0.0051778,            0.019424,           0.0009118,           0.0009118,           0.0009118
                 461,            0.020999,            0.010077,           0.0068515,             0.81831,             0.77636,             0.83461,             0.54722,            0.033326,           0.0049662,            0.015031,            0.000892,            0.000892,            0.000892
                 462,            0.021257,           0.0099252,           0.0067004,             0.79992,             0.78229,             0.82383,               0.541,            0.034233,           0.0049728,             0.02375,           0.0008722,           0.0008722,           0.0008722
                 463,            0.020928,           0.0098331,           0.0072385,             0.83722,             0.76819,             0.82863,             0.54622,            0.034497,           0.0050715,            0.013711,           0.0008524,           0.0008524,           0.0008524
                 464,             0.02097,            0.010038,           0.0077711,             0.80228,             0.78206,             0.82907,             0.55071,            0.034145,           0.0049439,            0.018893,           0.0008326,           0.0008326,           0.0008326
                 465,             0.02135,            0.010106,           0.0073695,             0.81559,             0.78134,             0.83752,              0.5574,            0.034712,           0.0050772,            0.021394,           0.0008128,           0.0008128,           0.0008128
                 466,            0.021316,            0.010105,           0.0069572,             0.81255,               0.777,             0.83388,             0.55188,            0.035101,           0.0049764,            0.020831,            0.000793,            0.000793,            0.000793
                 467,            0.021185,           0.0098735,             0.00706,             0.85797,             0.75623,             0.83376,             0.54047,             0.03452,            0.005034,            0.020016,           0.0007732,           0.0007732,           0.0007732
                 468,            0.021027,           0.0099716,           0.0069479,             0.81256,             0.80308,             0.83389,             0.55456,             0.03589,           0.0051806,            0.017749,           0.0007534,           0.0007534,           0.0007534
                 469,            0.020879,             0.01006,            0.007058,              0.8236,             0.74689,             0.82166,             0.55074,            0.036189,           0.0050987,            0.026442,           0.0007336,           0.0007336,           0.0007336
                 470,            0.020745,           0.0098243,           0.0067653,             0.82539,             0.77443,              0.8332,             0.56042,            0.032408,           0.0050035,             0.01419,           0.0007138,           0.0007138,           0.0007138
                 471,            0.020531,            0.010003,            0.006666,             0.83634,             0.77643,             0.83892,             0.56002,             0.03111,           0.0049717,            0.019974,            0.000694,            0.000694,            0.000694
                 472,            0.020522,           0.0098687,            0.006294,             0.86888,             0.75208,             0.81291,             0.53339,            0.032448,           0.0049761,            0.021896,           0.0006742,           0.0006742,           0.0006742
                 473,             0.02088,           0.0098984,           0.0067012,             0.84523,             0.76444,             0.83966,             0.54651,            0.032453,           0.0049109,            0.013034,           0.0006544,           0.0006544,           0.0006544
                 474,            0.020967,           0.0099452,           0.0067577,              0.8201,              0.7916,             0.84293,             0.55314,            0.033865,           0.0050713,            0.021197,           0.0006346,           0.0006346,           0.0006346
                 475,            0.020658,              0.0101,           0.0064275,             0.82368,             0.75272,             0.81558,             0.54072,            0.034025,           0.0049045,            0.016566,           0.0006148,           0.0006148,           0.0006148
                 476,            0.020588,            0.010102,           0.0063416,             0.81028,             0.79512,             0.83724,             0.54992,            0.038335,            0.005157,            0.022864,            0.000595,            0.000595,            0.000595
                 477,            0.020601,           0.0098237,           0.0070708,             0.83565,             0.76393,             0.83444,             0.54937,            0.034231,           0.0048603,             0.02352,           0.0005752,           0.0005752,           0.0005752
